_pageUrl,title,year,text,people,tags,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Trapped: Buried Alive,(2002 TV Movie),Michael Cooper (Wagner) launches a daring rescue mission to save his wife daughter and the other occupants of a ski lodge hit by an avalanche and engulfed in snow.,Dir: Doug Campbell With: Jack Wagner Gabrielle Carteris Mark Lindsay Chapman,Action , Adventure , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Dragon Angel,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Aliens vs. A-holes,-2012,Luke Skywalker joins forces with a Jedi Knight a cocky pilot a wookiee and two droids to save the universe from the Empire's world-destroying battle-station while also attempting to rescue Princess Leia from the evil Darth Vader.,Dir: Ford Austin With: Carl Adams Mitchel Auman Ford Austin,Adventure , Comedy , Fantasy , Sci-Fi , Thriller,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Hardcase and Fist,-1989,When Bud McCall is framed for a drugs charge he ends up in prison and he must prove his innocence by testifying against his former police partner to put him and his gang behind bars for good.,Dir: Tony Zarindast With: Ted Prior Angelyne Vincent Barbi,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Chasing the Wind,-1998,A rugged mountain man helps a young Shawnee woman and her husband struggle through the Apalachian wilderness in search for a better life in 1769 Colonial Kentucky.,Dir: Charles B. Pierce With: Clayton R. Moore Kricket Rhodes Jack Simon,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Knights of Ramune,(1997 TV Series),"This an overlooked anime favorite for the ""hentai"" (perverted) ""otaku"" fan. It deals with two Holy Virgins...",Dir: Yoshinori Sayanna With: Garry Carbone Amanda Goodman Autumn Harvest,Animation , Comedy , Sci-Fi , Adventure , Fantasy,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Legend of the Liquid Sword,-1993,,Dir: Jing Wong With: Aaron Kwok Chingmy Yau Sharla Cheung,Fantasy , Action , Adventure , Comedy , Horror,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Invasion 1700,-1962,,Dir: Fernando Cerchio With: Jeanne Crain Pierre Brice Elena Zareschi,Action , Adventure , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Na putu za Katangu,-1987,Obsessed by the dreams of a comfortable life son of a coal miner comes back to his native country with...,Dir: Zivojin Pavlovic With: Svetozar Cvetkovic Mirjana Karanovic Rados Bajic,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Adventure's End,-1937,Pacific pearl diver Duke Slade escapes angry natives by joining a whaler whose dying captain persuades him to marry his daughter who is already being wooed by the first mate.,Dir: Arthur Lubin With: John Wayne Diana Gibson Montagu Love,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Airboss,-1997,Hidden at a desolate air base in a former Soviet Republic is an awesome weapon the only working prototype...,Dir: J. Christian Ingvordsen With: Frank Zagarino Kayle Watson J. Christian Ingvordsen,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Ulzana,-1974,,Dir: Gottfried Kolditz With: Gojko Mitic Renate Blume Rolf Hoppe,Adventure , Western,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Uh Oh!,-2004,,Dir: Jon Cope With: Jay Sefton Richard Moll Donovan Scott,Action , Adventure , Comedy , Family,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Sword of Ali Baba,-1965,,Dir: Virgil W. Vogel With: Peter Mann Jocelyn Lane Frank McGrath,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Son of Zorro,-1947,A man returning home after having fought in the Civil War discovers that corrupt politicians have taken...,Dir: Spencer Gordon Bennet Fred C. Brannon With: George Turner Peggy Stewart Roy Barcroft,Action , Adventure , Crime , Western,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Death Calls,-2010,An action-packed love story on the Mexican border featuring oppression revenge reincarnation and rebirth.,Dir: Ken Del Conte Hector Echavarria With: Robert Miano Hector Echavarria Ron Roggé,Action , Adventure , Mystery , Romance , Thriller,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Young Rebel,-1967,"A highly fictionalized filming of the early life of Miguel de Cervantes author of ""Don Quixote"".",Dir: Vincent Sherman With: Horst Buchholz Gina Lollobrigida José Ferrer,Adventure , Biography , Drama , History,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Elephant Joe,-2016,A magazine image rekindles a tragic memory and sets a simple and physically misshapen man out on a mission to find his long lost sister...,Dir: Anthony Harrison With: Anthony Harrison C. Ernst Harth Ellie Harvie,Animation , Adventure , Comedy , Drama,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Geister: All Inclusive,(2011 TV Movie),,Dir: Axel Sand With: Kai Schumann Annette Frier Erdogan Atalay,Adventure , Comedy , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Forbidden Quest,-1993,1941: in Ireland a film maker hears of an aged ship's carpenter who knows the fate of the Hollandia...,Dir: Peter Delpeut With: Joseph O'Conor Roy Ward,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Juan Charrasqueado y Gabino Barrera su verdadera historia,-1982,,Dir: Rafael Villaseñor Kuri With: Vicente Fernández Blanca Guerra Miguel Ángel Rodríguez,Adventure , Drama , War,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Outsiders,(2006 TV Movie),The mysterious Nathan Hyde is lured out of hiding by the glamorous Erica a reluctant employee of a global organisation known as The Establishment...,Dir: Andy Goddard With: Ben Crompton Niall Greig Fulton Martin Potter,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Au Pairs,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Shchit i mech,-1968,Alexander Belov (Lyubshin) is a Russian spy in the Nazi Germany working under cover name as Johann Weiss...,Dir: Vladimir Basov With: Stanislav Lyubshin Vladimir Basov Oleg Yankovskiy,Adventure , War , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Eliza Fraser,-1976,An old captain & his young wife share a lot of adventures after they're shipwrecked and captured by Aborigines on an island near Australia.,Dir: Tim Burstall With: Susannah York Trevor Howard Noel Ferrier,Adventure , Comedy , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Seinto Seiya: Meiou Hades Meikai Hen,(2005 TV Series),Seiya and the rest of the Bronze and Gold Saints who have survived the Sanctuary battle have entered the world of the Dead. They are fighting to get to Hades and defeat him.,With: Fumiko Orikasa Takahiro Sakurai Masakazu Morita,Animation , Action , Adventure , Fantasy , Sci-Fi , Thriller,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Spadla z oblakov,(1978 TV Series),A group of children on the holidays encounter the alien. The extraterrestrial explorer flies talks funny and is visibly not from this planet. But actually she looks like a little girl.,With: Lubor Cajka Maria Hajková Frantisek Zvarík,Comedy , Family , Fantasy , Adventure , Sci-Fi,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Lord of the Jungle,-1955,Mona Andrews arrives by plane in Laghaso Station Africa to visit her uncle Commissioner Andy Barnes...,Dir: Ford Beebe With: Johnny Sheffield Wayne Morris Nancy Hale,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Fighting O'Flynn,-1949,A swashbuckling Irishman opposes French agents during the Napoleonic wars.,Dir: Arthur Pierson With: Douglas Fairbanks Jr. Helena Carter Richard Greene,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,The Wanderer in the Land of Elementalia,-2008,Dayo follows the adventure of 11-year-old Bubuy as he tries to save his grandparents who have been abducted and brought to Elementalia a mysterious and magical land that is home to popular creatures of Philippine mythology.,Dir: Robert Quilao With: Nash Aguas Katrina Michelle Legaspi Michael V.,Animation , Adventure , Fantasy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Jake the Dreaming,(????),Ten-year-old Jake is a daydreamer who learns he can enter dreams and save people from an evil known only as Nocturnus. Now he must master the Dreaming World before Nocturnus gains enough power to put us all to sleep forever.,Dir: Juan Carlos Medina,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8001&title_type=featuretv_seriestv_movie,Malum,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Magos y gigantes,-2003,Magos y Gigantes tells the story of Gigante a vertically challenged giant Ada a fairy who's wings have yet to blossom and Trafalgar...,Dir: Andrés Couturier Eduardo Sprowls With: Rossy Aguirre Francisco Colmenero Miguel Couturier,Adventure , Animation , Comedy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Lady Has Plans,-1942,Some dastardly criminals have stolen some top secret plans and tattoo them on the back of a woman so she can sell them to the highest bidder in Lisbon...,Dir: Sidney Lanfield With: Ray Milland Paulette Goddard Roland Young,Action , Adventure , Comedy , Drama , Romance,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Smoke,(1970 TV Movie),As a teenager has difficulty coping with his mother's remarriage he finds and nurses back to health a German Shepherd but keeps him a secret for fear that his stepfather would return him to his original owner.,Dir: Vincent McEveety With: Earl Holliman Ron Howard Jacqueline Scott,Adventure , Family , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Dofus: Aux trésors de Kerubim,(2013 TV Series),Retired adventurer Kerubim Crepin wails away in his magical shop located in the small town of Astrub...,Dir: Eun Young Choi With: Saïd Amadis Baubans Delanoe Jean Claude Douda,Animation , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Last Chance Detectives: Escape from Fire Lake,(1996 TV Movie),The Last Chance Detectives search for a missing friend. The trail finally leads them to the wilderness of Fire Lake.,Dir: Stephen Stiles With: Anthony De Longis J. Marvin Campbell Ryan Calhoun,Adventure , Mystery,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Perils of Pauline,-1933,A famous scientist and his beautiful daughter travel to Indochina to find an ivory disc that has the formula for a deadly gas engraved on it. An evil doctor and his gang are also looking for it.,Dir: Ray Taylor With: Evalyn Knapp Craig Reynolds James Durkin,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Midshipman Easy,-1935,A young man runs away to sea but finds more adventures than he was expecting.,Dir: Carol Reed With: Hughie Green Margaret Lockwood Harry Tate,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Sinbad Jr.,(1965 TV Series),Sinbad Jr. is of course the young son of the famous Sinbad the Sailor. When Jr. tightens up his belt...,With: Mel Blanc Tim Matheson Dal McKennon,Adventure , Animation , Family , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Azaad,-1955,After her widower dad Kedarnath passes away Shobha goes to live with his friend Charandas and his wife...,Dir: Sriramulu Naidu S.M. With: Dilip Kumar Meena Kumari Pran,Action , Adventure , Comedy , Drama,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Xun cheng ma,-1982,The Republiic of China was still young Shihai and the warlords were against Dr. Sun Yat-Sen. Long and his gang roamed the northern mountain areas...,Dir: Ronny Yu With: Ka-Yan Leung Cherie Chung Yun-Fat Chow,Action , Adventure , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Return of Monte Cristo,-1946,,Dir: Henry Levin With: Louis Hayward Barbara Britton George Macready,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Tanganyika,-1954,In 1903 Kenya tough colonist John Gale is leading a safari to bring in escaped murderer Abel McCracken...,Dir: André De Toth With: Van Heflin Ruth Roman Howard Duff,Drama , Action , Adventure,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Cry of Battle,-1963,During World War II the spoiled son of a wealthy businessman finds himself involved in the guerrilla movement fighting against the Japanese and finds romance and adventure.,Dir: Irving Lerner With: Van Heflin Rita Moreno James MacArthur,Action , War , Adventure , Drama,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Ghost Goggles,-2016,When a lonely orphan discovers a pair of glasses that amazingly enables the wearer to see ghosts his life becomes a living nightmare.,Dir: Creep Creepersin With: Jessica Nagel Makayla Gubbay Debra Kurtz,Adventure , Family , Horror,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Tarzan Sundari,-1983,Raghu a business tycoon is driving through a forest with scenic views with Rani his preteen daughter...,Dir: Guna Prasad With: Jamuna Baby Sheetal Vinod Kumar,Action , Adventure , Fantasy , Musical,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Kadoyng,-1972,An alien spaceship lands on earth and its inhabitants decide to help a poor family.,Dir: Ian Shand With: Teresa Codling Adrian Hall David Williams,Fantasy , Family , Sci-Fi , Adventure,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Blackhawk: Fearless Champion of Freedom,-1952,Based on a successful comic book that began in 1941 the Blackhawks were seven flyers who banded together during WW II to fight the Nazis...,Dir: Spencer Gordon Bennet Fred F. Sears With: Kirk Alyn Carol Forman John Crawford,Adventure , Action,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Hong kil dong,-1986,,Dir: Kil-in Kim With: Chang Son Hui Gwon Ri Riyonun Ri,Action , Fantasy , Adventure,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Left Eye,-2016,An in-depth re-examination on the origin of the Wells Fargo Bank plus its correlation to the last California ghost town Bodie; where it uncovers a fascinating new discovery that had never been documented in history of the Wild Wild West.,Dir: Lawrence Xu With: Sara Margolis Jake Redlingshafer Marie Oldenbourg,Adventure , Fantasy , Mystery , Western,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Thibaud,(1968 TV Series),,With: André Lawrence Raymond Meunier Lionel Vitrant,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Dark Woods,-2003,Camp Vernon quiet peaceful away from things.,Dir: Jake Daniels With: Bob Glazier Jake Daniels Carolyn Morse,Adventure , Comedy , Horror , Thriller,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Lucky Streak and the Crime Fighters,-2010,Lucky Streak and the Crimefighters battle villains like Dr. Dragon and the huge hammer-wielding muscle-man Goliath to save the planet.,Dir: Kurt Donath With: Nikayla Baldomero Amber Crawford Darlene Dinges,Action , Adventure , Comedy , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Survivor Philippines,(2008 TV Series),,With: Richard Gutierrez Paolo Bediones Akihiro Sato,Adventure , Game-Show , Reality-TV,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Jak se budí princezny,-1978,,Dir: Václav Vorlícek With: Jirí Sovák Vladimír Mensík Milena Dvorská,Adventure , Comedy , Family , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Monocerus,-2008,Sarah Good is a 14 year old American girl and a talented show jumper. Therefore no one understands...,Dir: Adam Martin With: Caroline Elgert Bob Cain Tony Dadika,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,El niño y la estrella,-1976,,Dir: Gilberto Gazcón With: Alejandro Uriegas Luis Alegre Dacia Arcaraz,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Vendredi ou la vie sauvage,(1981 TV Movie),,Dir: Gérard Vergez With: Michael York Gene Anthony Ray Roger Blin,Adventure , Comedy,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Sam et Sally,(1978 TV Series),,With: Georges Descrières Corinne Le Poulain Nicole Calfan,Adventure , Comedy , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Samson and the Mighty Challenge,-1964,Four muscular heroes fight the evil ruler of an oppressed people.,Dir: Giorgio Capitani With: Sergio Ciani Howard Ross Nadir Moretti,Adventure , Comedy , Fantasy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Agent Joe Walker: Operation Far East,-1966,A scientist invents a filter that can increase the power of a laser beam turning it into a death ray...,Dir: Gianfranco Parolini With: Tony Kendall Brad Harris Barbara Frey,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Black Friday: Dark Dawn,-2012,This is how the Marine Corps turns raw recruits into certified members of the world's most lethal fighting machine...,With: Drill Instructor Gomez Drill Instructor Liebfried Drill Instructor Maranan,Action , Adventure , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Chasing Vermeer,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Prem Bandhan,-1979,Adivasi Mahua lives a poor lifestyle in a fishing village along with her widowed dad. One day the local...,Dir: Ramanand Sagar With: Rajesh Khanna Rekha Moushumi Chatterjee,Adventure , Drama , Romance,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Gulliver's Travels Beyond the Moon,-1965,A young boy meets the famous Lemuel Gulliver who has just built a rocket ship that will take him exploring outer space...,Dir: Yoshio Kuroda With: Herb Duncan Robert Harter Chiyoko Honma,Adventure , Animation , Sci-Fi , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,A Jester's Tale,-1964,,Dir: Karel Zeman With: Petr Kostka Emília Vásáryová Miroslav Holub,Adventure , Comedy , Fantasy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Blood at Sundown,-1965,,Dir: José Antonio de la Loma Edoardo Mulargia With: Anthony Steffen Ida Galli Gemma Cuervo,Adventure , Western,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Green Sails,(2000 TV Movie),A young man joins a band of crusaders who fight fear and social injustice.,Dir: Whitney Ransick With: Marcus Graham Alexandra Paul Dennis Garber,Adventure , Drama , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Sakura Wars,-1997,Following in the aftermath of a terrible Demon-Human war turn of the century Japan is preparing a new...,Dir: Mitsuru Hongo With: Chisa Yokoyama Michie Tomizawa Urara Takano,Animation , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,New-Gen: Deadalus Rising,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Legend Floyd: The Dark Side of the Rainbow,(2000 TV Movie),The coincidental pairing between Victor Fleming's 'The Wizard of Oz' with Pink Floyd's album The Dark Side of the Moon as soundtrack for the movie...,Dir: Victor Fleming With: Judy Garland Frank Morgan Ray Bolger,Adventure , Family , Fantasy , Music,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Korg: 70000 B.C.,(1974 TV Series),Short-lived Saturday morning live-action series about the daily struggles of an extended family of Neanderthals in prehistoric Europe...,Dir: Irving J. Moore Christian Nyby With: Jim Malinda Bill Ewing Naomi Pollack,Adventure , Drama , Family , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Santo contra los zombies,-1962,Wrestling superhero Santo battles an evil scientist who has created a race of zombies.,Dir: Benito Alazraki With: Santo Armando Silvestre Jaime Fernández,Adventure , Horror , Action , Sci-Fi,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Venkatadri Express,-2013,A simple train journey to Tirupathi goes horribly awry for Sundeep (Sundeep) and Prarthana (Rakul) after they miss boarding the Venkatadri Express.,Dir: Merlapaka Gandhi With: Brahmaji Sundeep Kishan Nagineedu,Adventure , Comedy,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,King Arthur the Young Warlord,-1975,This is the inspiring epic journey of a noble warrior's quest to prove his worth his might and his destined fate to become the next ruler of Britain.,Dir: Sidney Hayers Pat Jackson With: Oliver Tobias John Watson Michael Gothard,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Kocka kocka kockica,(1991 TV Series),"Branko Milicevic known as ""Kockica"" (Little Cube) teaches and talks with young children on various life topics in an educational and interesting way.",Dir: Milorad Lakovic With: Branko Milicevic,Adventure , Family,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Max & Co,-2007,15-year-old Max is in search of his father the famous troubadour Johnny Bigoude who disappeared shortly after Max's birth...,Dir: Frédéric Guillaume Samuel Guillaume With: Lorànt Deutsch Sanseverino Virginie Efira,Animation , Adventure , Drama , Family,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,Pirates of the 20th Century,-1980,A Soviet cargo ship carrying medical opium gets attacked by pirates of an unknown nationality. The crew is left to die on a sinking ship but they manage to escape and now must fight the pirates for survival.,Dir: Boris Durov With: Nikolay Eryomenko Pyotr Velyaminov Talgat Nigmatulin,Action , Adventure , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Savage Girl,-1932,A white jungle goddess is protected by a fierce killer gorilla.,Dir: Harry L. Fraser With: Rochelle Hudson Walter Byron Harry Myers,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Monkey King,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8101&title_type=featuretv_seriestv_movie,The Life of General Villa,-1914,The life and career of Panccho Villa from young man to revolutionary leader is chronicled.,Dir: Christy Cabanne With: Eagle Eye Robert Harron Irene Hunt,Action , Adventure , Biography , Drama,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8201&title_type=featuretv_seriestv_movie,The Enchanted Sword,-1945,,Dir: Arturo Moreno With: Carme Contreras Lolita Duran Emilio Fábregas,Animation , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8201&title_type=featuretv_seriestv_movie,Michel Strogoff,-1926,In 1860s Russia a young officer is sent on a mission to save his country from invaders.,Dir: Viktor Tourjansky With: Ivan Mozzhukhin Nathalie Kovanko Acho Chakatouny,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=8201&title_type=featuretv_seriestv_movie,Landslide,(2005 TV Movie),Manhattan fireman Mark Decker visits for the first time his Steven in his ex Emma's new apartment...,Dir: Neil Kinsella With: Vincent Spano Alexandra Paul Lucas Elliot Eberl,Drama , Adventure,,,,,,,,,
